Refrigerant,Molecular weight,Predicted crit temp /K,Acentric factor,No. of C,No. of F,No. of C=C,Temp /K,Liquid spec vol /[m^3/mol],Vapour spec vol /[m^3/mol],Vapour pressure /Pa,Dipole moment,Polarisability,Predicted crit pressure /Pa
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,296.6695925,7.50E-05,0.007717013,301900.7812,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,298.4753576,7.53E-05,0.007308023,319888.7483,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,300.2704331,7.56E-05,0.006927469,338569.4188,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,302.0548825,7.59E-05,0.006572942,357951.7613,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,303.8287686,7.62E-05,0.006242268,378044.3535,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,305.5921538,7.65E-05,0.005933483,398855.3845,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,307.3451005,7.67E-05,0.005644815,420392.6566,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,309.0876703,7.70E-05,0.005374655,442663.5882,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,310.8199247,7.73E-05,0.005121546,465675.2179,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,312.5419248,7.76E-05,0.004884163,489434.2085,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,314.2537313,7.79E-05,0.004661303,513946.8519,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,315.9554044,7.82E-05,0.00445187,539219.0745,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,317.6470043,7.85E-05,0.004254864,565256.443,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,319.3285904,7.88E-05,0.004069372,592064.1706,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,321.0002222,7.92E-05,0.00389456,619647.1235,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,322.6619585,7.95E-05,0.003729666,648009.8282,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,324.3138579,7.98E-05,0.003573988,677156.4785,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,325.9559787,8.01E-05,0.003426887,707090.9434,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,327.5883786,8.04E-05,0.003287773,737816.7745,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,329.2111153,8.08E-05,0.003156104,769337.2141,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,330.824246,8.11E-05,0.003031381,801655.2039,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,332.4278276,8.14E-05,0.002913146,834773.3927,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,334.0219165,8.18E-05,0.002800976,868694.1454,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,335.6065689,8.21E-05,0.002694478,903419.5514,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,337.1818408,8.25E-05,0.002593293,938951.4335,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,338.7477876,8.28E-05,0.002497085,975291.3565,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,340.3044645,8.32E-05,0.002405546,1012440.636,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,341.8519265,8.35E-05,0.002318389,1050400.348,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,343.3902281,8.39E-05,0.002235347,1089171.337,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,344.9194234,8.42E-05,0.002156175,1128754.225,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,346.4395664,8.46E-05,0.002080643,1169149.421,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,347.9507108,8.50E-05,0.002008536,1210357.129,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,349.4529096,8.54E-05,0.001939658,1252377.358,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,350.946216,8.57E-05,0.001873823,1295209.931,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,352.4306826,8.61E-05,0.001810858,1338854.492,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,353.9063616,8.65E-05,0.001750603,1383310.517,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,355.3733051,8.69E-05,0.001692907,1428577.322,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,356.8315649,8.73E-05,0.00163763,1474654.07,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,358.2811922,8.78E-05,0.001584642,1521539.782,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,359.7222383,8.82E-05,0.001533818,1569233.347,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,361.1547538,8.86E-05,0.001485044,1617733.524,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,362.5787894,8.90E-05,0.001438212,1667038.96,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,363.9943952,8.95E-05,0.001393221,1717148.19,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,365.4016211,8.99E-05,0.001349975,1768059.65,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,366.8005168,9.04E-05,0.001308387,1819771.683,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,368.1911314,9.08E-05,0.001268371,1872282.551,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,369.5735141,9.13E-05,0.001229849,1925590.439,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,370.9477136,9.17E-05,0.001192747,1979693.466,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,372.3137783,9.22E-05,0.001156994,2034589.693,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,373.6717564,9.27E-05,0.001122526,2090277.13,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,375.0216958,9.32E-05,0.001089279,2146753.745,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,376.3636439,9.37E-05,0.001057195,2204017.474,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,377.6976482,9.42E-05,0.001026218,2262066.226,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,379.0237557,9.48E-05,0.000996297,2320897.895,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,380.3420131,9.53E-05,0.000967381,2380510.365,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,381.6524668,9.59E-05,0.000939424,2440901.523,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,382.9551632,9.64E-05,0.00091238,2502069.263,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,384.250148,9.70E-05,0.000886209,2564011.498,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,385.537467,9.76E-05,0.000860869,2626726.168,1.847,30.746,5631702.059
R 1261ze (E),60.07,429.7968505,0.208,3,1,1,386.8171655,9.82E-05,0.000836324,2690211.25,1.847,30.746,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,214.8984253,6.54E-05,0.27411448,6500.756062,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,217.1882469,6.56E-05,0.237425789,7582.523227,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,219.4645136,6.58E-05,0.206553834,8803.676965,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,221.7273056,6.60E-05,0.180453591,10176.50633,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,223.9767027,6.63E-05,0.158287451,11713.77687,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,226.2127841,6.65E-05,0.139380497,13428.70261,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,228.4356287,6.67E-05,0.123186123,15334.91589,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,230.6453149,6.69E-05,0.109259472,17446.43539,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,232.8419205,6.71E-05,0.097236784,19777.63265,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,235.0255229,6.74E-05,0.086819255,22343.19733,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,237.1961992,6.76E-05,0.077760364,25158.10166,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,239.3540259,6.78E-05,0.069855863,28237.56422,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,241.499079,6.80E-05,0.062935835,31597.01338,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,243.6314341,6.83E-05,0.056858369,35252.05072,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,245.7511664,6.85E-05,0.051504492,39218.41457,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,247.8583507,6.87E-05,0.046774095,43511.94395,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,249.9530611,6.90E-05,0.042582641,48148.54313,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,252.0353717,6.92E-05,0.038858499,53144.14691,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,254.1053556,6.94E-05,0.035540775,58514.6869,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,256.163086,6.97E-05,0.032577528,64276.05886,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,258.2086354,6.99E-05,0.029924326,70444.09116,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,260.2420758,7.01E-05,0.027543038,77034.51468,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,262.263479,7.04E-05,0.025400847,84062.93399,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,264.2729161,7.06E-05,0.023469433,91544.80006,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,266.2704581,7.09E-05,0.021724286,99495.38438,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,268.2561754,7.11E-05,0.020144137,107929.7548,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,270.2301379,7.14E-05,0.018710484,116862.7526,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,272.1924153,7.16E-05,0.01740719,126308.9717,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,274.1430766,7.19E-05,0.016220149,136282.7389,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,276.0821908,7.21E-05,0.015136998,146798.0961,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,278.009826,7.24E-05,0.014146878,157868.7835,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,279.9260504,7.26E-05,0.013240232,169508.2253,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,281.8309313,7.29E-05,0.012408627,181729.5159,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,283.7245361,7.32E-05,0.011644609,194545.4082,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,285.6069313,7.34E-05,0.010941575,207968.3029,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,287.4781835,7.37E-05,0.010293664,222010.2398,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,289.3383584,7.39E-05,0.009695663,236682.8894,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,291.1875218,7.42E-05,0.009142929,251997.5469,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,293.0257389,7.45E-05,0.008631316,267965.1266,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,294.8530743,7.48E-05,0.008157118,284596.1576,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,296.6695925,7.50E-05,0.007717013,301900.7812,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,298.4753576,7.53E-05,0.007308023,319888.7483,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,300.2704331,7.56E-05,0.006927469,338569.4188,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,302.0548825,7.59E-05,0.006572942,357951.7613,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,303.8287686,7.62E-05,0.006242268,378044.3535,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,305.5921538,7.65E-05,0.005933483,398855.3845,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,307.3451005,7.67E-05,0.005644815,420392.6566,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,309.0876703,7.70E-05,0.005374655,442663.5882,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,310.8199247,7.73E-05,0.005121546,465675.2179,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,312.5419248,7.76E-05,0.004884163,489434.2085,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,314.2537313,7.79E-05,0.004661303,513946.8519,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,315.9554044,7.82E-05,0.00445187,539219.0745,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,317.6470043,7.85E-05,0.004254864,565256.443,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,319.3285904,7.88E-05,0.004069372,592064.1706,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,321.0002222,7.92E-05,0.00389456,619647.1235,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,322.6619585,7.95E-05,0.003729666,648009.8282,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,324.3138579,7.98E-05,0.003573988,677156.4785,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,325.9559787,8.01E-05,0.003426887,707090.9434,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,327.5883786,8.04E-05,0.003287773,737816.7745,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,329.2111153,8.08E-05,0.003156104,769337.2141,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,330.824246,8.11E-05,0.003031381,801655.2039,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,332.4278276,8.14E-05,0.002913146,834773.3927,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,334.0219165,8.18E-05,0.002800976,868694.1454,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,335.6065689,8.21E-05,0.002694478,903419.5514,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,337.1818408,8.25E-05,0.002593293,938951.4335,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,338.7477876,8.28E-05,0.002497085,975291.3565,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,340.3044645,8.32E-05,0.002405546,1012440.636,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,341.8519265,8.35E-05,0.002318389,1050400.348,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,343.3902281,8.39E-05,0.002235347,1089171.337,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,344.9194234,8.42E-05,0.002156175,1128754.225,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,346.4395664,8.46E-05,0.002080643,1169149.421,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,347.9507108,8.50E-05,0.002008536,1210357.129,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,349.4529096,8.54E-05,0.001939658,1252377.358,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,350.946216,8.57E-05,0.001873823,1295209.931,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,352.4306826,8.61E-05,0.001810858,1338854.492,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,353.9063616,8.65E-05,0.001750603,1383310.517,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,355.3733051,8.69E-05,0.001692907,1428577.322,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,356.8315649,8.73E-05,0.00163763,1474654.07,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,358.2811922,8.78E-05,0.001584642,1521539.782,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,359.7222383,8.82E-05,0.001533818,1569233.347,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,361.1547538,8.86E-05,0.001485044,1617733.524,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,362.5787894,8.90E-05,0.001438212,1667038.96,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,363.9943952,8.95E-05,0.001393221,1717148.19,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,365.4016211,8.99E-05,0.001349975,1768059.65,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,366.8005168,9.04E-05,0.001308387,1819771.683,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,368.1911314,9.08E-05,0.001268371,1872282.551,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,369.5735141,9.13E-05,0.001229849,1925590.439,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,370.9477136,9.17E-05,0.001192747,1979693.466,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,372.3137783,9.22E-05,0.001156994,2034589.693,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,373.6717564,9.27E-05,0.001122526,2090277.13,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,375.0216958,9.32E-05,0.001089279,2146753.745,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,376.3636439,9.37E-05,0.001057195,2204017.474,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,377.6976482,9.42E-05,0.001026218,2262066.226,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,379.0237557,9.48E-05,0.000996297,2320897.895,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,380.3420131,9.53E-05,0.000967381,2380510.365,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,381.6524668,9.59E-05,0.000939424,2440901.523,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,382.9551632,9.64E-05,0.00091238,2502069.263,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,384.250148,9.70E-05,0.000886209,2564011.498,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,385.537467,9.76E-05,0.000860869,2626726.168,2.167,31.044,5631702.059
R 1261ze (Z),60.07,429.7968505,0.208,3,1,1,386.8171655,9.82E-05,0.000836324,2690211.25,2.167,31.044,5631702.059
R 1261zf,60.07,394.0151683,0.218,3,1,1,197.0075841,6.94E-05,0.310944717,5254.441745,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,199.1067723,6.96E-05,0.268885442,6138.961582,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,201.193534,6.98E-05,0.233553679,7139.014211,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,203.2679428,7.00E-05,0.203731281,8264.974926,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,205.3300718,7.03E-05,0.178443603,9527.638634,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,207.3799938,7.05E-05,0.156906644,10938.19692,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,209.4177809,7.07E-05,0.138486509,12508.21312,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,211.4435051,7.10E-05,0.122668125,14249.59579,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,213.4572377,7.12E-05,0.109030966,16174.57061,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,215.4590497,7.14E-05,0.097230123,18295.65132,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,217.4490116,7.17E-05,0.086981447,20625.60962,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,219.4271937,7.19E-05,0.078049849,23177.44445,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,221.3936657,7.22E-05,0.070240022,25964.35095,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,223.3484968,7.24E-05,0.063389069,28999.68918,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,225.291756,7.26E-05,0.057360595,32296.95286,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,227.2235118,7.29E-05,0.052039978,35869.73841,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,229.1438323,7.31E-05,0.047330545,39731.71437,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,231.0527852,7.34E-05,0.043150478,43896.59142,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,232.9504377,7.36E-05,0.039430298,48378.09312,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,234.8368568,7.39E-05,0.036110815,53189.92749,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,236.712109,7.41E-05,0.033141445,58345.7596,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,238.5762603,7.44E-05,0.030478827,63859.1852,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,240.4293765,7.47E-05,0.028085681,69743.70551,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,242.2715229,7.49E-05,0.025929866,76012.70319,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,244.1027645,7.52E-05,0.023983593,82679.41963,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,245.9231657,7.54E-05,0.022222772,89756.93351,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,247.7327908,7.57E-05,0.020626465,97258.14068,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,249.5317036,7.60E-05,0.019176428,105195.7354,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,251.3199674,7.62E-05,0.017856725,113582.1931,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,253.0976454,7.65E-05,0.016653403,122429.7539,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,254.8648001,7.68E-05,0.015554218,131750.4084,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,256.6214939,7.71E-05,0.014548399,141555.8841,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,258.3677886,7.73E-05,0.013626453,151857.633,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,260.1037459,7.76E-05,0.012779994,162666.8213,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,261.829427,7.79E-05,0.012001599,173994.3194,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,263.5448926,7.82E-05,0.011284684,185850.6937,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,265.2502033,7.84E-05,0.010623399,198246.1992,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,266.9454192,7.87E-05,0.010012534,211190.7736,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,268.6305999,7.90E-05,0.009447443,224694.0319,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,270.305805,7.93E-05,0.008923973,238765.2626,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,271.9710935,7.96E-05,0.008438407,253413.4244,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,273.626524,7.99E-05,0.007987413,268647.1443,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,275.272155,8.02E-05,0.007567997,284474.7158,2.292,30.74,4851914.699
R 1261zf,60.07,394.0151683,0.218,3,1,1,276.9080444,8.05E-05,0.007177466,300904.0991,2.292,30.74,4851914.699
